label,pattern,attr,replace,inside,postal
us_county,hanover,lower,,VA,
us_county,hansford,lower,,TX,
us_county,hanson,lower,,SD,
us_county,haralson,lower,,GA,
us_county,hardee,lower,,FL,
us_county,hardeman,lower,,TN TX,
us_county,hardin,lower,,IL IA KY OH TN TX,
us_county,harding,lower,,NM SD,
us_county,hardy,lower,,WV,
us_county,harford,lower,,MD,
us_county,harlan,lower,,KY NE,
us_county,harmon,lower,,OK,
us_county,harnett,lower,,NC,
us_county,harney,lower,,OR,
us_county,harper,lower,,KS OK,
us_county,harris,lower,,GA TX,
us_county,harrison,lower,,IN IA KY MS MO OH TX WV,
us_county,harrisonburg,lower,,VA,
us_county,hart,lower,,GA KY,
us_county,hartford,lower,,CT,
us_county,hartley,lower,,TX,
us_county,harvey,lower,,KS,
us_county,haskell,lower,,KS OK TX,
us_county,hawkins,lower,,TN,
us_county,hayes,lower,,NE,
us_county,hays,lower,,TX,
us_county,haywood,lower,,NC TN,
us_county,heard,lower,,GA,
us_county,hemphill,lower,,TX,
us_county,hempstead,lower,,AR,
us_county,henderson,lower,,IL KY NC TN TX,
us_county,hendricks,lower,,IN,
us_county,hendry,lower,,FL,
us_county,hennepin,lower,,MN,
us_county,henrico,lower,,VA,
us_county,henry,lower,,AL GA IL IN IA KY MO OH TN VA,
us_county,herkimer,lower,,NY,
us_county,hernando,lower,,FL,
us_county,hertford,lower,,NC,
us_county,hettinger,lower,,ND,
us_county,hickman,lower,,KY TN,
us_county,hickory,lower,,MO,
us_county,hidalgo,lower,,NM TX,
us_county,highland,lower,,OH VA,
us_county,highlands,lower,,FL,
us_county,hill,lower,,MT TX,
us_county,hillsborough,lower,,FL NH,
us_county,hillsdale,lower,,MI,
us_county,hinds,lower,,MS,
us_county,hinsdale,lower,,CO,
us_county,hitchcock,lower,,NE,
us_county,hocking,lower,,OH,
us_county,hockley,lower,,TX,
us_county,hodgeman,lower,,KS,
us_county,hoke,lower,,NC,
us_county,holmes,lower,,FL MS OH,
us_county,holt,lower,,MO NE,
us_county,honolulu,lower,,HI,
us_county,hood,lower,,TX,
us_county,hood river,lower,,OR,
us_county,hooker,lower,,NE,
us_county,hoonah-angoon,lower,,AK,
us_county,hopewell,lower,,VA,
us_county,hopkins,lower,,KY TX,
us_county,horry,lower,,SC,
us_county,hot spring,lower,,AR,
us_county,hot springs,lower,,WY,
us_county,houghton,lower,,MI,
us_county,houston,lower,,AL GA MN TN TX,
us_county,howard,lower,,AR IN IA MD MO NE TX,
us_county,howell,lower,,MO,
us_county,hubbard,lower,,MN,
us_county,hudson,lower,,NJ,
us_county,hudspeth,lower,,TX,
us_county,huerfano,lower,,CO,
us_county,hughes,lower,,OK SD,
us_county,humboldt,lower,,CA IA NV,
us_county,humphreys,lower,,MS TN,
us_county,hunt,lower,,TX,
us_county,hunterdon,lower,,NJ,
us_county,huntingdon,lower,,PA,
us_county,huntington,lower,,IN,
us_county,huron,lower,,MI OH,
us_county,hutchinson,lower,,SD TX,
us_county,hyde,lower,,NC SD,
us_county,iberia,lower,,LA,
us_county,iberville,lower,,LA,
us_county,ida,lower,,IA,
us_county,imperial,lower,,CA,
us_county,independence,lower,,AR,
us_county,indian river,lower,,FL,
us_county,ingham,lower,,MI,
us_county,inyo,lower,,CA,
us_county,ionia,lower,,MI,
us_county,iosco,lower,,MI,
us_county,iredell,lower,,NC,
us_county,irion,lower,,TX,
us_county,iron,lower,,MI MO UT WI,
us_county,iroquois,lower,,IL,
us_county,irwin,lower,,GA,
us_county,isabella,lower,,MI,
us_county,isanti,lower,,MN,
us_county,island,lower,,WA,
us_county,isle of wight,lower,,VA,
us_county,issaquena,lower,,MS,
us_county,itasca,lower,,MN,
us_county,itawamba,lower,,MS,
us_county,izard,lower,,AR,
us_county,jack,lower,,TX,
us_county,jackson,lower,,AL AR CO FL GA IL IN IA KS KY LA MI MN MS MO NC OH OK OR SD TN TX WV WI,
us_county,james city,lower,,VA,
us_county,jasper,lower,,GA IL IN IA MS MO SC TX,
us_county,jay,lower,,IN,
us_county,jeff davis,lower,,GA TX,
us_county,jefferson,lower,,AL AR CO FL GA ID IL IN IA KS KY LA MS MO MT NE NY OH OK OR PA TN TX WA WV WI,
us_county,jefferson davis,lower,,LA MS,
us_county,jenkins,lower,,GA,
us_county,jennings,lower,,IN,
us_county,jerauld,lower,,SD,
us_county,jerome,lower,,ID,
us_county,jersey,lower,,IL,
us_county,jessamine,lower,,KY,
us_county,jewell,lower,,KS,
us_county,jim hogg,lower,,TX,
us_county,jim wells,lower,,TX,
us_county,jo daviess,lower,,IL,
us_county,johnson,lower,,AR GA IL IN IA KS KY MO NE TN TX WY,
us_county,johnston,lower,,NC OK,
us_county,jones,lower,,GA IA MS NC SD TX,
us_county,josephine,lower,,OR,
us_county,juab,lower,,UT,
us_county,judith basin,lower,,MT,
us_county,juneau,lower,,AK WI,
us_county,juniata,lower,,PA,
us_county,kalamazoo,lower,,MI,
us_county,kalawao,lower,,HI,
us_county,kalkaska,lower,,MI,
us_county,kanabec,lower,,MN,
us_county,kanawha,lower,,WV,
us_county,kandiyohi,lower,,MN,
us_county,kane,lower,,IL UT,
us_county,kankakee,lower,,IL,
us_county,karnes,lower,,TX,
us_county,kauai,lower,,HI,
us_county,kaufman,lower,,TX,
us_county,kay,lower,,OK,
us_county,kearney,lower,,NE,
us_county,kearny,lower,,KS,
us_county,keith,lower,,NE,
us_county,kemper,lower,,MS,
us_county,kenai peninsula,lower,,AK,
us_county,kendall,lower,,IL TX,
us_county,kenedy,lower,,TX,
us_county,kennebec,lower,,ME,
us_county,kenosha,lower,,WI,
us_county,kent,lower,,DE MD MI RI TX,
us_county,kenton,lower,,KY,
us_county,keokuk,lower,,IA,
us_county,kern,lower,,CA,
us_county,kerr,lower,,TX,
us_county,kershaw,lower,,SC,
us_county,ketchikan gateway,lower,,AK,
us_county,kewaunee,lower,,WI,
us_county,keweenaw,lower,,MI,
us_county,keya paha,lower,,NE,
us_county,kidder,lower,,ND,
us_county,kimball,lower,,NE,
us_county,kimble,lower,,TX,
us_county,king,lower,,TX WA,
us_county,king & queen,lower,,VA,
us_county,king and queen,lower,,VA,
us_county,king george,lower,,VA,
us_county,king william,lower,,VA,
us_county,kingfisher,lower,,OK,
us_county,kingman,lower,,KS,
us_county,kings,lower,,CA NY,
us_county,kingsbury,lower,,SD,
us_county,kinney,lower,,TX,
us_county,kiowa,lower,,CO KS OK,
us_county,kit carson,lower,,CO,
us_county,kitsap,lower,,WA,
us_county,kittitas,lower,,WA,
us_county,kittson,lower,,MN,
us_county,klamath,lower,,OR,
us_county,kleberg,lower,,TX,
us_county,klickitat,lower,,WA,
us_county,knott,lower,,KY,
us_county,knox,lower,,IL IN KY ME MO NE OH TN TX,
us_county,kodiak island,lower,,AK,
us_county,koochiching,lower,,MN,
us_county,kootenai,lower,,ID,
us_county,kosciusko,lower,,IN,
us_county,kossuth,lower,,IA,
us_county,la crosse,lower,,WI,
us_county,la paz,lower,,AZ,
us_county,la plata,lower,,CO,
us_county,la salle,lower,,LA TX,
us_county,labette,lower,,KS,
us_county,lac qui parle,lower,,MN,
us_county,lackawanna,lower,,PA,
us_county,laclede,lower,,MO,
us_county,lafayette,lower,,AR FL LA MS MO WI,
us_county,lafourche,lower,,LA,
us_county,lagrange,lower,,IN,
us_county,lake,lower,,CA CO FL IL IN MI MN MT OH OR SD TN,
us_county,lake & peninsula,lower,,AK,
us_county,lake and peninsula,lower,,AK,
us_county,lake of the woods,lower,,MN,
us_county,lamar,lower,,AL GA MS TX,
us_county,lamb,lower,,TX,
us_county,lamoille,lower,,VT,
us_county,lamoure,lower,,ND,
us_county,lampasas,lower,,TX,
us_county,lancaster,lower,,NE PA SC VA,
us_county,lander,lower,,NV,
us_county,lane,lower,,KS OR,
us_county,langlade,lower,,WI,
us_county,lanier,lower,,GA,
us_county,lapeer,lower,,MI,
us_county,laporte,lower,,IN,
us_county,laramie,lower,,WY,
us_county,larimer,lower,,CO,
us_county,larue,lower,,KY,
us_county,las animas,lower,,CO,
us_county,lasalle,lower,,IL,
us_county,lassen,lower,,CA,
us_county,latah,lower,,ID,
us_county,latimer,lower,,OK,
us_county,lauderdale,lower,,AL MS TN,
us_county,laurel,lower,,KY,
us_county,laurens,lower,,GA SC,
us_county,lavaca,lower,,TX,
us_county,lawrence,lower,,AL AR IL IN KY MS MO OH PA SD TN,
us_county,le flore,lower,,OK,
us_county,le sueur,lower,,MN,
us_county,lea,lower,,NM,
us_county,leake,lower,,MS,
us_county,leavenworth,lower,,KS,
us_county,lebanon,lower,,PA,
us_county,lee,lower,,AL AR FL GA IL IA KY MS NC SC TX VA,
us_county,leelanau,lower,,MI,
us_county,leflore,lower,,MS,
us_county,lehigh,lower,,PA,
us_county,lemhi,lower,,ID,
us_county,lenawee,lower,,MI,
us_county,lenoir,lower,,NC,
us_county,leon,lower,,FL TX,
us_county,leslie,lower,,KY,
us_county,letcher,lower,,KY,
us_county,levy,lower,,FL,
us_county,lewis,lower,,ID KY MO NY TN WA WV,
us_county,lewis & clark,lower,,MT,
us_county,lewis and clark,lower,,MT,
us_county,lexington,lower,,SC VA,
us_county,liberty,lower,,FL GA MT TX,
us_county,licking,lower,,OH,
us_county,limestone,lower,,AL TX,
us_county,lincoln,lower,,AR CO GA ID KS KY LA ME MN MS MO MT NE NV NM NC OK OR SD TN WA WV WI WY,
us_county,linn,lower,,IA KS MO OR,
us_county,lipscomb,lower,,TX,
us_county,litchfield,lower,,CT,
us_county,little river,lower,,AR,
us_county,live oak,lower,,TX,
us_county,livingston,lower,,IL KY LA MI MO NY,
us_county,llano,lower,,TX,
us_county,logan,lower,,AR CO IL KS KY NE ND OH OK WV,
us_county,long,lower,,GA,
us_county,lonoke,lower,,AR,
us_county,lorain,lower,,OH,
us_county,los alamos,lower,,NM,
us_county,los angeles,lower,,CA,
us_county,loudon,lower,,TN,
us_county,loudoun,lower,,VA,
us_county,louisa,lower,,IA VA,
us_county,loup,lower,,NE,
us_county,love,lower,,OK,
us_county,loving,lower,,TX,
us_county,lowndes,lower,,AL GA MS,
us_county,lubbock,lower,,TX,
us_county,lucas,lower,,IA OH,
us_county,luce,lower,,MI,
us_county,lumpkin,lower,,GA,
us_county,luna,lower,,NM,
us_county,lunenburg,lower,,VA,
us_county,luzerne,lower,,PA,
us_county,lycoming,lower,,PA,
us_county,lyman,lower,,SD,
us_county,lynchburg,lower,,VA,
us_county,lynn,lower,,TX,
us_county,lyon,lower,,IA KS KY MN NV,
us_county,mackinac,lower,,MI,
us_county,macomb,lower,,MI,
us_county,macon,lower,,AL GA IL MO NC TN,
us_county,macoupin,lower,,IL,
us_county,madera,lower,,CA,
us_county,madison,lower,,AL AR FL GA ID IL IN IA KY LA MS MO MT NE NY NC OH TN TX VA,
us_county,magoffin,lower,,KY,
us_county,mahaska,lower,,IA,
us_county,mahnomen,lower,,MN,
us_county,mahoning,lower,,OH,
us_county,major,lower,,OK,
us_county,malheur,lower,,OR,
us_county,manassas,lower,,VA,
us_county,manassas park,lower,,VA,
us_county,manatee,lower,,FL,
us_county,manistee,lower,,MI,
us_county,manitowoc,lower,,WI,
us_county,marathon,lower,,WI,
us_county,marengo,lower,,AL,
us_county,maricopa,lower,,AZ,
us_county,maries,lower,,MO,
us_county,marin,lower,,CA,
us_county,marinette,lower,,WI,
us_county,marion,lower,,AL AR FL GA IL IN IA KS KY MS MO OH OR SC TN TX WV,
us_county,mariposa,lower,,CA,
us_county,marlboro,lower,,SC,
us_county,marquette,lower,,MI WI,
us_county,marshall,lower,,AL IL IN IA KS KY MN MS OK SD TN WV,
us_county,martin,lower,,FL IN KY MN NC TX,
us_county,martinsville,lower,,VA,
us_county,mason,lower,,IL KY MI TX WA WV,
us_county,massac,lower,,IL,
us_county,matagorda,lower,,TX,
us_county,matanuska-susitna,lower,,AK,
us_county,mathews,lower,,VA,
us_county,maui,lower,,HI,
us_county,maury,lower,,TN,
us_county,maverick,lower,,TX,
us_county,mayes,lower,,OK,
us_county,mcclain,lower,,OK,
us_county,mccone,lower,,MT,
us_county,mccook,lower,,SD,
us_county,mccormick,lower,,SC,
us_county,mccracken,lower,,KY,
us_county,mccreary,lower,,KY,
us_county,mcculloch,lower,,TX,
us_county,mccurtain,lower,,OK,
us_county,mcdonald,lower,,MO,
us_county,mcdonough,lower,,IL,
us_county,mcdowell,lower,,NC WV,
us_county,mcduffie,lower,,GA,
us_county,mchenry,lower,,IL ND,
us_county,mcintosh,lower,,GA ND OK,
us_county,mckean,lower,,PA,
us_county,mckenzie,lower,,ND,
us_county,mckinley,lower,,NM,
us_county,mclean,lower,,IL KY ND,
us_county,mclennan,lower,,TX,
us_county,mcleod,lower,,MN,
us_county,mcminn,lower,,TN,
us_county,mcmullen,lower,,TX,
us_county,mcnairy,lower,,TN,
us_county,mcpherson,lower,,KS NE SD,
us_county,meade,lower,,KS KY SD,
us_county,meagher,lower,,MT,
us_county,mecklenburg,lower,,NC VA,
us_county,mecosta,lower,,MI,
us_county,medina,lower,,OH TX,
us_county,meeker,lower,,MN,
us_county,meigs,lower,,OH TN,
us_county,mellette,lower,,SD,
us_county,menard,lower,,IL TX,
us_county,mendocino,lower,,CA,
us_county,menifee,lower,,KY,
us_county,menominee,lower,,MI WI,
us_county,merced,lower,,CA,
us_county,mercer,lower,,IL KY MO NJ ND OH PA WV,
us_county,meriwether,lower,,GA,
us_county,merrick,lower,,NE,
us_county,merrimack,lower,,NH,
us_county,mesa,lower,,CO,
us_county,metcalfe,lower,,KY,
us_county,miami,lower,,IN KS OH,
us_county,miami-dade,lower,,FL,
us_county,middlesex,lower,,CT MA NJ VA,
us_county,midland,lower,,MI TX,
us_county,mifflin,lower,,PA,
us_county,milam,lower,,TX,
us_county,millard,lower,,UT,
us_county,mille lacs,lower,,MN,
us_county,miller,lower,,AR GA MO,
us_county,mills,lower,,IA TX,
us_county,milwaukee,lower,,WI,
us_county,miner,lower,,SD,
us_county,mineral,lower,,CO MT NV WV,
us_county,mingo,lower,,WV,
us_county,minidoka,lower,,ID,
us_county,minnehaha,lower,,SD,
us_county,missaukee,lower,,MI,
us_county,missoula,lower,,MT,
us_county,mitchell,lower,,GA IA KS NC TX,
us_county,mobile,lower,,AL,
us_county,modoc,lower,,CA,
us_county,moffat,lower,,CO,
us_county,mohave,lower,,AZ,
us_county,moniteau,lower,,MO,
us_county,monmouth,lower,,NJ,
us_county,mono,lower,,CA,
us_county,monona,lower,,IA,
us_county,monongalia,lower,,WV,
us_county,monroe,lower,,AL AR FL GA IL IN IA KY MI MS MO NY OH PA TN WV WI,
us_county,montague,lower,,TX,
us_county,montcalm,lower,,MI,
us_county,monterey,lower,,CA,
us_county,montezuma,lower,,CO,
us_county,montgomery,lower,,AL AR GA IL IN IA KS KY MD MS MO NY NC OH PA TN TX VA,
us_county,montmorency,lower,,MI,
us_county,montour,lower,,PA,
us_county,montrose,lower,,CO,
us_county,moody,lower,,SD,
us_county,moore,lower,,NC TN TX,
us_county,mora,lower,,NM,
us_county,morehouse,lower,,LA,
us_county,morgan,lower,,AL CO GA IL IN KY MO OH TN UT WV,
us_county,morrill,lower,,NE,
us_county,morris,lower,,KS NJ TX,
us_county,morrison,lower,,MN,
us_county,morrow,lower,,OH OR,
us_county,morton,lower,,KS ND,
us_county,motley,lower,,TX,
us_county,moultrie,lower,,IL,
us_county,mountrail,lower,,ND,
us_county,mower,lower,,MN,
us_county,muhlenberg,lower,,KY,
us_county,multnomah,lower,,OR,
us_county,murray,lower,,GA MN OK,
us_county,muscatine,lower,,IA,
us_county,muscogee,lower,,GA,
us_county,muskegon,lower,,MI,
us_county,muskingum,lower,,OH,
us_county,muskogee,lower,,OK,
us_county,musselshell,lower,,MT,
us_county,nacogdoches,lower,,TX,
us_county,nance,lower,,NE,
us_county,nantucket,lower,,MA,
us_county,napa,lower,,CA,
us_county,nash,lower,,NC,
us_county,nassau,lower,,FL NY,
us_county,natchitoches,lower,,LA,
us_county,natrona,lower,,WY,
us_county,navajo,lower,,AZ,
us_county,navarro,lower,,TX,
us_county,nelson,lower,,KY ND VA,
us_county,nemaha,lower,,KS NE,
us_county,neosho,lower,,KS,
us_county,neshoba,lower,,MS,
us_county,ness,lower,,KS,
us_county,new castle,lower,,DE,
us_county,new hanover,lower,,NC,
us_county,new haven,lower,,CT,
us_county,new kent,lower,,VA,
us_county,new london,lower,,CT,
us_county,new madrid,lower,,MO,
us_county,newaygo,lower,,MI,
us_county,newberry,lower,,SC,
us_county,newport,lower,,RI,
us_county,newport news,lower,,VA,
us_county,newton,lower,,AR GA IN MS MO TX,
us_county,nez perce,lower,,ID,
us_county,niagara,lower,,NY,
us_county,nicholas,lower,,KY WV,
us_county,nicollet,lower,,MN,
us_county,niobrara,lower,,WY,
us_county,noble,lower,,IN OH OK,
us_county,nobles,lower,,MN,
us_county,nodaway,lower,,MO,
us_county,nolan,lower,,TX,
us_county,nome,lower,,AK,
us_county,norfolk,lower,,MA VA,
us_county,norman,lower,,MN,
us_county,north slope,lower,,AK,
us_county,northampton,lower,,NC PA VA,
us_county,northumberland,lower,,PA VA,
us_county,northwest arctic,lower,,AK,
us_county,norton,lower,,KS VA,
us_county,nottoway,lower,,VA,
us_county,nowata,lower,,OK,
us_county,noxubee,lower,,MS,
us_county,nuckolls,lower,,NE,
us_county,nueces,lower,,TX,
us_county,nye,lower,,NV,
us_county,o'brien,lower,,IA,
us_county,oakland,lower,,MI,
us_county,obion,lower,,TN,
us_county,obrien,lower,,IA,
us_county,ocean,lower,,NJ,
us_county,oceana,lower,,MI,
us_county,ochiltree,lower,,TX,
us_county,oconee,lower,,GA SC,
us_county,oconto,lower,,WI,
us_county,ogemaw,lower,,MI,
us_county,ogle,lower,,IL,
us_county,oglethorpe,lower,,GA,
us_county,okaloosa,lower,,FL,
us_county,okanogan,lower,,WA,
us_county,okeechobee,lower,,FL,
us_county,okfuskee,lower,,OK,
us_county,okmulgee,lower,,OK,
us_county,oktibbeha,lower,,MS,
us_county,oldham,lower,,KY TX,
us_county,oliver,lower,,ND,
us_county,olmsted,lower,,MN,
us_county,oneida,lower,,ID NY WI,
us_county,onondaga,lower,,NY,
us_county,onslow,lower,,NC,
us_county,ontario,lower,,NY,
us_county,ontonagon,lower,,MI,
us_county,orange,lower,,CA FL IN NY NC TX VT VA,
us_county,orangeburg,lower,,SC,
us_county,orleans,lower,,LA NY VT,
us_county,osage,lower,,KS MO OK,
us_county,osborne,lower,,KS,
us_county,osceola,lower,,FL IA MI,
us_county,oscoda,lower,,MI,
us_county,oswego,lower,,NY,
us_county,otero,lower,,CO NM,
us_county,otoe,lower,,NE,
us_county,otsego,lower,,MI NY,
us_county,ottawa,lower,,KS MI OH OK,
us_county,otter tail,lower,,MN,
us_county,ouachita,lower,,AR LA,
us_county,ouray,lower,,CO,
us_county,outagamie,lower,,WI,
us_county,overton,lower,,TN,
us_county,owen,lower,,IN KY,
us_county,owsley,lower,,KY,
us_county,owyhee,lower,,ID,
us_county,oxford,lower,,ME,
us_county,ozark,lower,,MO,
us_county,ozaukee,lower,,WI,
us_county,pacific,lower,,WA,
us_county,page,lower,,IA VA,
us_county,palm beach,lower,,FL,
us_county,palo alto,lower,,IA,
us_county,palo pinto,lower,,TX,
us_county,pamlico,lower,,NC,
us_county,panola,lower,,MS TX,
us_county,park,lower,,CO MT WY,
us_county,parke,lower,,IN,
us_county,parker,lower,,TX,
us_county,parmer,lower,,TX,
us_county,pasco,lower,,FL,
us_county,pasquotank,lower,,NC,
us_county,passaic,lower,,NJ,
us_county,patrick,lower,,VA,
us_county,paulding,lower,,GA OH,
us_county,pawnee,lower,,KS NE OK,
us_county,payette,lower,,ID,
us_county,payne,lower,,OK,
us_county,peach,lower,,GA,
us_county,pearl river,lower,,MS,
us_county,pecos,lower,,TX,
us_county,pembina,lower,,ND,
us_county,pemiscot,lower,,MO,
us_county,pend oreille,lower,,WA,
us_county,pender,lower,,NC,
us_county,pendleton,lower,,KY WV,
us_county,pennington,lower,,MN SD,
us_county,penobscot,lower,,ME,
us_county,peoria,lower,,IL,
us_county,pepin,lower,,WI,
us_county,perkins,lower,,NE SD,
us_county,perquimans,lower,,NC,
us_county,perry,lower,,AL AR IL IN KY MS MO OH PA TN,
us_county,pershing,lower,,NV,
us_county,person,lower,,NC,
us_county,petersburg,lower,,AK VA,
us_county,petroleum,lower,,MT,
us_county,pettis,lower,,MO,
us_county,phelps,lower,,MO NE,
us_county,philadelphia,lower,,PA,
us_county,phillips,lower,,AR CO KS MT,
us_county,piatt,lower,,IL,
us_county,pickaway,lower,,OH,
us_county,pickens,lower,,AL GA SC,
us_county,pickett,lower,,TN,
us_county,pierce,lower,,GA NE ND WA WI,
us_county,pike,lower,,AL AR GA IL IN KY MS MO OH PA,
us_county,pima,lower,,AZ,
us_county,pinal,lower,,AZ,
us_county,pine,lower,,MN,
us_county,pinellas,lower,,FL,
us_county,pipestone,lower,,MN,
us_county,piscataquis,lower,,ME,
us_county,pitkin,lower,,CO,
us_county,pitt,lower,,NC,
us_county,pittsburg,lower,,OK,
us_county,pittsylvania,lower,,VA,
us_county,piute,lower,,UT,
us_county,placer,lower,,CA,
us_county,plaquemines,lower,,LA,
us_county,platte,lower,,MO NE WY,
us_county,pleasants,lower,,WV,
us_county,plumas,lower,,CA,
us_county,plymouth,lower,,IA MA,
us_county,pocahontas,lower,,IA WV,
us_county,poinsett,lower,,AR,
us_county,pointe coupee,lower,,LA,
us_county,polk,lower,,AR FL GA IA MN MO NE NC OR TN TX WI,
us_county,pondera,lower,,MT,
us_county,pontotoc,lower,,MS OK,
us_county,pope,lower,,AR IL MN,
us_county,poquoson,lower,,VA,
us_county,portage,lower,,OH WI,
us_county,porter,lower,,IN,
us_county,portsmouth,lower,,VA,
us_county,posey,lower,,IN,
us_county,pottawatomie,lower,,KS OK,
us_county,pottawattamie,lower,,IA,
us_county,potter,lower,,PA SD TX,
us_county,powder river,lower,,MT,
us_county,powell,lower,,KY MT,
us_county,power,lower,,ID,
us_county,poweshiek,lower,,IA,
us_county,powhatan,lower,,VA,
us_county,prairie,lower,,AR MT,
us_county,pratt,lower,,KS,
us_county,preble,lower,,OH,
us_county,prentiss,lower,,MS,
us_county,presidio,lower,,TX,
us_county,presque isle,lower,,MI,
us_county,preston,lower,,WV,
us_county,price,lower,,WI,
us_county,prince edward,lower,,VA,
us_county,prince george,lower,,VA,
us_county,prince george's,lower,,MD,
us_county,prince georges,lower,,MD,
us_county,prince of wales-hyder,lower,,AK,
us_county,prince william,lower,,VA,
us_county,providence,lower,,RI,
us_county,prowers,lower,,CO,
us_county,pueblo,lower,,CO,
us_county,pulaski,lower,,AR GA IL IN KY MO VA,
us_county,pushmataha,lower,,OK,
us_county,putnam,lower,,FL GA IL IN MO NY OH TN WV,
us_county,quay,lower,,NM,
us_county,queen anne's,lower,,MD,
us_county,queen annes,lower,,MD,
us_county,queens,lower,,NY,
us_county,quitman,lower,,GA MS,
us_county,rabun,lower,,GA,
us_county,racine,lower,,WI,
us_county,radford,lower,,VA,
us_county,rains,lower,,TX,
us_county,raleigh,lower,,WV,
us_county,ralls,lower,,MO,
us_county,ramsey,lower,,MN ND,
us_county,randall,lower,,TX,
us_county,randolph,lower,,AL AR GA IL IN MO NC WV,
us_county,rankin,lower,,MS,
us_county,ransom,lower,,ND,
us_county,rapides,lower,,LA,
us_county,rappahannock,lower,,VA,
us_county,ravalli,lower,,MT,
us_county,rawlins,lower,,KS,
us_county,ray,lower,,MO,
us_county,reagan,lower,,TX,
us_county,real,lower,,TX,
us_county,red lake,lower,,MN,
us_county,red river,lower,,LA TX,
us_county,red willow,lower,,NE,
us_county,redwood,lower,,MN,
us_county,reeves,lower,,TX,
us_county,refugio,lower,,TX,
us_county,reno,lower,,KS,
us_county,rensselaer,lower,,NY,
us_county,renville,lower,,MN ND,
us_county,republic,lower,,KS,
us_county,reynolds,lower,,MO,
us_county,rhea,lower,,TN,
us_county,rice,lower,,KS MN,
us_county,rich,lower,,UT,
us_county,richardson,lower,,NE,
us_county,richland,lower,,IL LA MT ND OH SC WI,
us_county,richmond,lower,,GA NY NC VA VA,
us_county,riley,lower,,KS,
us_county,ringgold,lower,,IA,
us_county,rio arriba,lower,,NM,
us_county,rio blanco,lower,,CO,
us_county,rio grande,lower,,CO,
us_county,ripley,lower,,IN MO,
us_county,ritchie,lower,,WV,
us_county,riverside,lower,,CA,
us_county,roane,lower,,TN WV,
us_county,roanoke,lower,,VA VA,
us_county,roberts,lower,,SD TX,
us_county,robertson,lower,,KY TN TX,
us_county,robeson,lower,,NC,
us_county,rock,lower,,MN NE WI,
us_county,rock island,lower,,IL,
us_county,rockbridge,lower,,VA,
us_county,rockcastle,lower,,KY,
us_county,rockdale,lower,,GA,
us_county,rockingham,lower,,NH NC VA,
us_county,rockland,lower,,NY,
us_county,rockwall,lower,,TX,
us_county,roger mills,lower,,OK,
us_county,rogers,lower,,OK,
us_county,rolette,lower,,ND,
us_county,rooks,lower,,KS,
us_county,roosevelt,lower,,MT NM,
us_county,roscommon,lower,,MI,
us_county,roseau,lower,,MN,
us_county,rosebud,lower,,MT,
us_county,ross,lower,,OH,
us_county,routt,lower,,CO,
us_county,rowan,lower,,KY NC,
us_county,runnels,lower,,TX,
us_county,rush,lower,,IN KS,
us_county,rusk,lower,,TX WI,
us_county,russell,lower,,AL KS KY VA,
us_county,rutherford,lower,,NC TN,
us_county,rutland,lower,,VT,
us_county,sabine,lower,,LA TX,
us_county,sac,lower,,IA,
